location_id,prefecture,city,area_name,latitude,longitude,region
LOC00094,Chiba,Kashiwa,Kashiwa Education Area,36.2701535,140.2069376,Kanto
LOC00095,Saitama,Toda,Toda Education Area,35.2962931,139.8639666,Kanto
LOC00096,Kanagawa,Fujisawa,Fujisawa Education Area,35.9249441,139.7076135,Kanto
LOC00097,Chiba,Chiba,Chiba Education Area,35.5058155,139.8208715,Kanto
LOC00098,Saitama,Koshigaya,Koshigaya Education Area,35.7795259,139.4045128,Kanto
LOC00099,Saitama,Koshigaya,Koshigaya Education Area,36.0530128,139.8626999,Kanto
LOC00100,Chiba,Chiba,Chiba Education Area,35.8606483,140.0164427,Kanto
LOC00101,Tokyo,Itabashi,Itabashi Education Area,35.9500484,139.4625587,Kanto
LOC00102,Kanagawa,Kawasaki,Kawasaki Education Area,35.6843495,140.3748726,Kanto
LOC00103,Saitama,Soka,Soka Education Area,35.8751578,139.4714587,Kanto
LOC00104,Tokyo,Koganei,Koganei Education Area,35.5520329,139.5707844,Kanto
LOC00105,Chiba,Funabashi,Funabashi Education Area,35.4801175,140.1307914,Kanto
LOC00106,Kanagawa,Yamato,Yamato Education Area,35.3975655,139.9005681,Kanto
LOC00107,Saitama,Saitama,Saitama Education Area,35.9903053,139.3750879,Kanto
LOC00108,Tokyo,Tachikawa,Tachikawa Education Area,36.0921348,139.6750938,Kanto
LOC00109,Kanagawa,Yamato,Yamato Education Area,35.826493,139.3856216,Kanto
LOC00110,Tokyo,Hachioji,Hachioji Education Area,35.7618651,139.9232154,Kanto
LOC00111,Saitama,Warabi,Warabi Education Area,36.0068131,139.4081642,Kanto
LOC00112,Saitama,Koshigaya,Koshigaya Education Area,35.343253,139.9361265,Kanto
LOC00113,Tokyo,Katsushika,Katsushika Education Area,36.1114929,139.9340679,Kanto
LOC00114,Kanagawa,Yokohama,Yokohama Education Area,36.2507396,140.1740917,Kanto
LOC00115,Tokyo,Tachikawa,Tachikawa Education Area,35.607963,139.8366477,Kanto
LOC00116,Kanagawa,Kawasaki,Kawasaki Education Area,35.2495271,140.3635364,Kanto
LOC00117,Tokyo,Itabashi,Itabashi Education Area,36.0244072,139.4535088,Kanto
LOC00118,Chiba,Matsudo,Matsudo Education Area,36.118966,140.3684892,Kanto
LOC00119,Saitama,Toda,Toda Education Area,36.1287477,139.8675861,Kanto
LOC00120,Saitama,Koshigaya,Koshigaya Education Area,35.32254,140.019386,Kanto
LOC00121,Kanagawa,Kawasaki,Kawasaki Education Area,35.9954065,139.5953643,Kanto
LOC00122,Saitama,Warabi,Warabi Education Area,35.3626617,140.2623948,Kanto
LOC00123,Saitama,Koshigaya,Koshigaya Education Area,35.230384,140.2199813,Kanto
LOC00124,Kanagawa,Kawasaki,Kawasaki Education Area,35.8599305,139.5233505,Kanto
LOC00125,Tokyo,Adachi,Adachi Education Area,35.4172651,140.3410005,Kanto
LOC00126,Chiba,Funabashi,Funabashi Education Area,35.9285492,139.783064,Kanto
LOC00127,Tokyo,Kita,Kita Education Area,35.3805,140.1317703,Kanto
LOC00128,Kanagawa,Fujisawa,Fujisawa Education Area,35.4633756,140.2144065,Kanto
LOC00129,Saitama,Kawaguchi,Kawaguchi Education Area,36.1972819,139.7942736,Kanto
LOC00130,Kanagawa,Sagamihara,Sagamihara Education Area,36.2644994,140.3722031,Kanto
LOC00131,Tokyo,Adachi,Adachi Education Area,35.5958395,139.3122532,Kanto
LOC00132,Kanagawa,Sagamihara,Sagamihara Education Area,35.7957562,140.0949513,Kanto
LOC00133,Chiba,Funabashi,Funabashi Education Area,36.1339939,139.6032512,Kanto
LOC00134,Tokyo,Nerima,Nerima Education Area,36.2030255,139.9737885,Kanto
LOC00135,Chiba,Ichikawa,Ichikawa Education Area,35.217725,139.9191734,Kanto
LOC00136,Saitama,Kawagoe,Kawagoe Education Area,36.0683985,139.6713061,Kanto
LOC00137,Tokyo,Edogawa,Edogawa Education Area,35.5612947,140.0916131,Kanto
LOC00138,Saitama,Saitama,Saitama Education Area,35.3111413,140.2221807,Kanto
LOC00139,Kanagawa,Yokohama,Yokohama Education Area,35.4352836,139.4825905,Kanto
LOC00140,Kanagawa,Yamato,Yamato Education Area,35.8269864,140.3911905,Kanto
LOC00141,Saitama,Koshigaya,Koshigaya Education Area,35.2793902,139.7395976,Kanto
LOC00142,Saitama,Warabi,Warabi Education Area,35.2871179,140.123497,Kanto
LOC00143,Saitama,Soka,Soka Education Area,36.2776558,140.206247,Kanto
LOC00144,Saitama,Koshigaya,Koshigaya Education Area,35.6573908,140.1632349,Kanto
LOC00145,Tokyo,Nerima,Nerima Education Area,35.327423,139.8989853,Kanto
LOC00146,Saitama,Soka,Soka Education Area,35.7919127,139.6069889,Kanto
LOC00147,Saitama,Toda,Toda Education Area,36.1235936,139.521614,Kanto
LOC00148,Tokyo,Katsushika,Katsushika Education Area,35.3196224,139.3738421,Kanto
LOC00149,Chiba,Ichikawa,Ichikawa Education Area,35.8165412,140.153606,Kanto
LOC00150,Tokyo,Itabashi,Itabashi Education Area,35.7988633,139.3385495,Kanto
LOC00151,Tokyo,Katsushika,Katsushika Education Area,35.6081938,140.16323,Kanto
LOC00152,Tokyo,Kita,Kita Education Area,35.8435726,140.1073957,Kanto
LOC00153,Kanagawa,Kawasaki,Kawasaki Education Area,35.2260468,139.8815072,Kanto
LOC00154,Saitama,Koshigaya,Koshigaya Education Area,35.6361695,139.3652672,Kanto
LOC00155,Chiba,Ichikawa,Ichikawa Education Area,35.303084,139.5309801,Kanto
LOC00156,Saitama,Kawagoe,Kawagoe Education Area,35.7241335,139.6133652,Kanto
LOC00157,Chiba,Matsudo,Matsudo Education Area,35.7466965,139.3673109,Kanto
LOC00158,Saitama,Soka,Soka Education Area,36.206933,140.3009802,Kanto
LOC00159,Chiba,Urayasu,Urayasu Education Area,35.9109281,140.2109277,Kanto
LOC00160,Kanagawa,Fujisawa,Fujisawa Education Area,35.6666975,140.1560186,Kanto
LOC00161,Kanagawa,Yamato,Yamato Education Area,36.2446788,140.1589006,Kanto
LOC00162,Saitama,Saitama,Saitama Education Area,35.241295,139.6686438,Kanto
LOC00163,Saitama,Koshigaya,Koshigaya Education Area,35.850684,139.7945085,Kanto
LOC00164,Tokyo,Koganei,Koganei Education Area,36.1736306,140.063553,Kanto
LOC00165,Saitama,Kawaguchi,Kawaguchi Education Area,36.0980636,139.9033955,Kanto
LOC00166,Chiba,Ichikawa,Ichikawa Education Area,35.641655,139.4180266,Kanto
LOC00167,Kanagawa,Yokohama,Yokohama Education Area,35.692479,139.7644165,Kanto
LOC00168,Kanagawa,Kawasaki,Kawasaki Education Area,36.0149837,140.1254722,Kanto
LOC00169,Kanagawa,Sagamihara,Sagamihara Education Area,35.9230295,139.8830051,Kanto
LOC00170,Chiba,Urayasu,Urayasu Education Area,35.4233242,140.0738605,Kanto
LOC00171,Saitama,Soka,Soka Education Area,36.2291841,139.5740124,Kanto
LOC00172,Chiba,Funabashi,Funabashi Education Area,35.3981398,140.1178122,Kanto
LOC00173,Tokyo,Kita,Kita Education Area,35.3669518,140.1745838,Kanto
LOC00174,Kanagawa,Kawasaki,Kawasaki Education Area,35.9446066,139.6781726,Kanto
LOC00175,Tokyo,Hachioji,Hachioji Education Area,35.794906,139.5963978,Kanto
LOC00176,Tokyo,Koganei,Koganei Education Area,35.4499409,139.9153417,Kanto
LOC00177,Saitama,Kawaguchi,Kawaguchi Education Area,36.1331873,140.034459,Kanto
LOC00178,Tokyo,Tachikawa,Tachikawa Education Area,35.2805416,139.8430639,Kanto
LOC00179,Chiba,Matsudo,Matsudo Education Area,35.383626,140.158206,Kanto
LOC00180,Tokyo,Hachioji,Hachioji Education Area,35.8349697,139.9567227,Kanto
LOC00181,Saitama,Kawaguchi,Kawaguchi Education Area,35.2139103,140.2534019,Kanto
LOC00182,Tokyo,Tachikawa,Tachikawa Education Area,35.3265346,139.4700586,Kanto
LOC00183,Kanagawa,Yokohama,Yokohama Education Area,36.0145715,139.7364967,Kanto
LOC00184,Kanagawa,Yokohama,Yokohama Education Area,35.5485858,139.586612,Kanto
LOC00185,Kanagawa,Sagamihara,Sagamihara Education Area,35.4261189,139.9238801,Kanto
LOC00186,Tokyo,Nerima,Nerima Education Area,35.7845505,139.987284,Kanto
LOC00187,Chiba,Chiba,Chiba Education Area,35.4493615,140.1283012,Kanto
LOC00188,Saitama,Koshigaya,Koshigaya Education Area,36.2599784,139.4163288,Kanto
LOC00189,Kanagawa,Yokohama,Yokohama Education Area,35.2134403,139.7148891,Kanto
LOC00190,Tokyo,Itabashi,Itabashi Education Area,35.3638702,139.8239293,Kanto
LOC00191,Tokyo,Ota,Ota Education Area,35.7442948,139.4130311,Kanto
LOC00192,Kanagawa,Sagamihara,Sagamihara Education Area,36.2137152,140.1939187,Kanto
LOC00193,Saitama,Toda,Toda Education Area,35.27217,139.7262756,Kanto
LOC00194,Kanagawa,Kawasaki,Kawasaki Education Area,36.2997585,139.5039127,Kanto
LOC00195,Kanagawa,Yokohama,Yokohama Education Area,36.2853508,139.3357264,Kanto
LOC00196,Tokyo,Nerima,Nerima Education Area,35.4018082,139.9970528,Kanto
LOC00197,Chiba,Chiba,Chiba Education Area,35.2689878,140.0577588,Kanto
LOC00198,Tokyo,Nerima,Nerima Education Area,36.1257878,139.8193121,Kanto
LOC00199,Kanagawa,Yamato,Yamato Education Area,35.7661575,140.1546839,Kanto
LOC00200,Tokyo,Koganei,Koganei Education Area,36.0200318,139.7493272,Kanto
LOC00201,Kanagawa,Yamato,Yamato Education Area,36.1517436,139.9654256,Kanto
LOC00202,Saitama,Saitama,Saitama Education Area,36.0114976,139.7190666,Kanto
LOC00203,Kanagawa,Yokohama,Yokohama Education Area,35.4249638,139.6764156,Kanto
LOC00204,Chiba,Funabashi,Funabashi Education Area,35.4838284,140.0041905,Kanto
LOC00205,Tokyo,Nerima,Nerima Education Area,35.3282377,139.856307,Kanto
LOC00206,Tokyo,Nerima,Nerima Education Area,35.666208,140.2638524,Kanto
LOC00207,Saitama,Kawagoe,Kawagoe Education Area,35.4213239,140.0238591,Kanto
LOC00208,Chiba,Matsudo,Matsudo Education Area,35.8513147,139.8583509,Kanto
LOC00209,Chiba,Funabashi,Funabashi Education Area,35.3412868,140.3491691,Kanto
LOC00210,Tokyo,Koganei,Koganei Education Area,35.2326735,140.2596713,Kanto
LOC00211,Chiba,Urayasu,Urayasu Education Area,35.6960135,140.3202058,Kanto
LOC00212,Chiba,Urayasu,Urayasu Education Area,35.9574561,139.7531398,Kanto
LOC00213,Kanagawa,Sagamihara,Sagamihara Education Area,36.1476668,139.559482,Kanto
LOC00214,Saitama,Toda,Toda Education Area,36.1340111,139.4416662,Kanto
LOC00215,Saitama,Kawagoe,Kawagoe Education Area,36.0390588,139.9421324,Kanto
LOC00216,Saitama,Warabi,Warabi Education Area,36.2964277,139.3816767,Kanto
LOC00217,Kanagawa,Kawasaki,Kawasaki Education Area,35.8136105,139.6264132,Kanto
LOC00218,Tokyo,Adachi,Adachi Education Area,35.9609729,139.5533979,Kanto
LOC00219,Kanagawa,Sagamihara,Sagamihara Education Area,36.1925186,139.8279003,Kanto
LOC00220,Saitama,Koshigaya,Koshigaya Education Area,35.2232679,139.5624215,Kanto
LOC00221,Chiba,Funabashi,Funabashi Education Area,36.2513265,139.8482879,Kanto
LOC00222,Tokyo,Itabashi,Itabashi Education Area,36.1166219,139.6633834,Kanto
LOC00223,Kanagawa,Fujisawa,Fujisawa Education Area,35.6784813,139.6794262,Kanto
LOC00224,Saitama,Kawaguchi,Kawaguchi Education Area,35.3562151,140.0252085,Kanto
LOC00225,Chiba,Matsudo,Matsudo Education Area,35.3376271,139.8858074,Kanto
LOC00226,Chiba,Ichikawa,Ichikawa Education Area,35.2964024,139.7178332,Kanto
LOC00227,Tokyo,Kita,Kita Education Area,35.5176255,139.9919996,Kanto
LOC00228,Tokyo,Nerima,Nerima Education Area,35.495069,140.2746548,Kanto
LOC00229,Saitama,Warabi,Warabi Education Area,35.2560625,139.4028705,Kanto
LOC00230,Kanagawa,Sagamihara,Sagamihara Education Area,35.9983039,140.1059759,Kanto
LOC00231,Saitama,Toda,Toda Education Area,35.6896634,139.5737332,Kanto
LOC00232,Tokyo,Edogawa,Edogawa Education Area,35.8405237,140.2315311,Kanto
LOC00233,Saitama,Soka,Soka Education Area,35.2641852,139.5265244,Kanto
LOC00234,Tokyo,Tachikawa,Tachikawa Education Area,35.2819175,140.1529219,Kanto
LOC00235,Kanagawa,Kawasaki,Kawasaki Education Area,35.910856,139.3286988,Kanto
LOC00236,Kanagawa,Sagamihara,Sagamihara Education Area,36.0179426,140.0468799,Kanto
LOC00237,Kanagawa,Kawasaki,Kawasaki Education Area,35.4699067,139.6801666,Kanto
LOC00238,Saitama,Warabi,Warabi Education Area,36.0450334,139.6003415,Kanto
LOC00239,Chiba,Kashiwa,Kashiwa Education Area,35.7478099,139.3984849,Kanto
LOC00240,Tokyo,Koganei,Koganei Education Area,35.5078106,139.8790962,Kanto
LOC00241,Saitama,Soka,Soka Education Area,35.7070801,139.7384683,Kanto
LOC00242,Tokyo,Hachioji,Hachioji Education Area,36.0401402,140.2272529,Kanto
LOC00243,Kanagawa,Yamato,Yamato Education Area,35.5483531,139.7280884,Kanto
LOC00244,Kanagawa,Yamato,Yamato Education Area,35.621964,139.6797295,Kanto
LOC00245,Tokyo,Nerima,Nerima Education Area,36.147946,140.3539853,Kanto
LOC00246,Kanagawa,Sagamihara,Sagamihara Education Area,35.697086,139.7115288,Kanto
LOC00247,Saitama,Toda,Toda Education Area,36.1281771,140.2766613,Kanto
LOC00248,Kanagawa,Fujisawa,Fujisawa Education Area,35.9465222,139.437977,Kanto
LOC00249,Kanagawa,Sagamihara,Sagamihara Education Area,35.5156936,140.3765321,Kanto
LOC00250,Kanagawa,Kawasaki,Kawasaki Education Area,36.2182676,140.1506378,Kanto
LOC00251,Chiba,Matsudo,Matsudo Education Area,35.8919116,139.8598642,Kanto
LOC00252,Tokyo,Katsushika,Katsushika Education Area,35.886054,139.6530433,Kanto
LOC00253,Chiba,Matsudo,Matsudo Education Area,35.3401357,139.6569326,Kanto
LOC00254,Saitama,Kawaguchi,Kawaguchi Education Area,36.0744363,140.3477184,Kanto
LOC00255,Chiba,Urayasu,Urayasu Education Area,35.9068048,139.620074,Kanto
LOC00256,Tokyo,Koganei,Koganei Education Area,36.1057167,139.4428647,Kanto
LOC00257,Kanagawa,Fujisawa,Fujisawa Education Area,35.4692305,139.5752782,Kanto
LOC00258,Tokyo,Koganei,Koganei Education Area,35.3425906,140.299944,Kanto
LOC00259,Kanagawa,Fujisawa,Fujisawa Education Area,36.0969968,139.4082929,Kanto
LOC00260,Saitama,Saitama,Saitama Education Area,35.5710174,140.2499421,Kanto
LOC00261,Saitama,Kawaguchi,Kawaguchi Education Area,35.8537969,139.826006,Kanto
LOC00262,Chiba,Matsudo,Matsudo Education Area,35.7874209,140.2375339,Kanto
LOC00263,Chiba,Matsudo,Matsudo Education Area,35.2599628,139.646318,Kanto
LOC00264,Tokyo,Koganei,Koganei Education Area,35.44067,139.4251634,Kanto
LOC00265,Tokyo,Edogawa,Edogawa Education Area,35.2866404,139.5960906,Kanto
LOC00266,Kanagawa,Kawasaki,Kawasaki Education Area,36.2142357,139.605205,Kanto
LOC00267,Chiba,Urayasu,Urayasu Education Area,35.7533932,140.0121766,Kanto
LOC00268,Tokyo,Ota,Ota Education Area,35.6289427,139.6925448,Kanto
LOC00269,Kanagawa,Yokohama,Yokohama Education Area,35.4138914,139.749336,Kanto
LOC00270,Chiba,Matsudo,Matsudo Education Area,35.4763676,139.5733352,Kanto
LOC00271,Chiba,Chiba,Chiba Education Area,35.7465845,139.4329204,Kanto
LOC00272,Kanagawa,Yokohama,Yokohama Education Area,36.2075307,139.5688809,Kanto
LOC00273,Chiba,Matsudo,Matsudo Education Area,35.4166851,139.9394107,Kanto
LOC00274,Kanagawa,Yokohama,Yokohama Education Area,35.7883693,139.5979382,Kanto
LOC00275,Tokyo,Ota,Ota Education Area,35.8491294,139.8854504,Kanto
LOC00276,Tokyo,Edogawa,Edogawa Education Area,35.9772996,140.2293761,Kanto
LOC00277,Kanagawa,Kawasaki,Kawasaki Education Area,35.733673,139.3213847,Kanto
LOC00278,Tokyo,Tachikawa,Tachikawa Education Area,35.9144201,139.593992,Kanto
LOC00279,Chiba,Chiba,Chiba Education Area,35.5676353,140.3062194,Kanto
LOC00280,Kanagawa,Kawasaki,Kawasaki Education Area,36.060692,140.3999505,Kanto
LOC00281,Chiba,Kashiwa,Kashiwa Education Area,35.9021193,140.0515239,Kanto
LOC00282,Tokyo,Ota,Ota Education Area,35.4707023,139.6685531,Kanto
LOC00283,Chiba,Urayasu,Urayasu Education Area,35.5967096,140.2656235,Kanto
LOC00284,Saitama,Toda,Toda Education Area,36.2805496,139.3429151,Kanto
LOC00285,Chiba,Ichikawa,Ichikawa Education Area,35.5202844,140.0973564,Kanto
LOC00286,Tokyo,Ota,Ota Education Area,35.2276531,139.826982,Kanto
LOC00287,Tokyo,Tachikawa,Tachikawa Education Area,35.5607854,140.1198022,Kanto
LOC00288,Kanagawa,Fujisawa,Fujisawa Education Area,35.7820033,139.5312081,Kanto
LOC00289,Tokyo,Itabashi,Itabashi Education Area,35.4031063,139.8072846,Kanto
LOC00290,Tokyo,Hachioji,Hachioji Education Area,35.6233109,140.1643286,Kanto
LOC00291,Kanagawa,Yokohama,Yokohama Education Area,35.2857518,139.7952,Kanto
LOC00292,Kanagawa,Sagamihara,Sagamihara Education Area,35.3863612,140.1374916,Kanto
LOC00293,Chiba,Matsudo,Matsudo Education Area,35.5132043,139.4287976,Kanto
LOC00294,Saitama,Soka,Soka Education Area,35.3075627,139.9379178,Kanto
LOC00295,Kanagawa,Yamato,Yamato Education Area,35.9325153,140.0754417,Kanto
LOC00296,Tokyo,Adachi,Adachi Education Area,35.6714128,140.0021952,Kanto
LOC00297,Saitama,Warabi,Warabi Education Area,35.6825776,140.092889,Kanto
LOC00298,Saitama,Koshigaya,Koshigaya Education Area,35.8655263,139.3064773,Kanto
LOC00299,Kanagawa,Fujisawa,Fujisawa Education Area,35.3917738,139.3857336,Kanto
LOC00300,Tokyo,Kita,Kita Education Area,35.8122379,139.9983253,Kanto
LOC00301,Saitama,Toda,Toda Education Area,36.1575332,139.5199821,Kanto
LOC00302,Kanagawa,Yokohama,Yokohama Education Area,35.3297221,139.4589386,Kanto
LOC00303,Saitama,Kawagoe,Kawagoe Education Area,35.4625564,139.3803716,Kanto
LOC00304,Saitama,Toda,Toda Education Area,35.4595263,139.881764,Kanto
LOC00305,Tokyo,Edogawa,Edogawa Education Area,35.795406,139.912396,Kanto
LOC00306,Saitama,Saitama,Saitama Education Area,35.4321718,140.029524,Kanto
LOC00307,Tokyo,Ota,Ota Education Area,35.3884482,139.9150173,Kanto
LOC00308,Saitama,Soka,Soka Education Area,35.8811634,139.6463608,Kanto
LOC00309,Saitama,Warabi,Warabi Education Area,35.5443311,140.1607945,Kanto
LOC00310,Saitama,Toda,Toda Education Area,35.3233466,139.3781792,Kanto
LOC00311,Tokyo,Koganei,Koganei Education Area,35.9208709,139.9185176,Kanto
LOC00312,Kanagawa,Kawasaki,Kawasaki Education Area,36.0621266,139.9112107,Kanto
LOC00313,Saitama,Koshigaya,Koshigaya Education Area,35.2184284,140.3701462,Kanto
LOC00314,Tokyo,Kita,Kita Education Area,35.2363785,139.8654179,Kanto
